,V061112,V061113,V06112,V8005,V6003
16450,2.0,1.0,1.0,31,-
16451,-,-,3.0,14,-
16452,-,-,3.0,11,1.0
16453,-,-,-,9,1.0
16454,-,-,-,5,9.0
16455,1.0,1.0,1.0,44,-
16456,1.0,1.0,1.0,43,-
16457,1.0,1.0,1.0,22,-
16458,1.0,1.0,1.0,16,2.0
16459,1.0,2.0,3.0,55,-
16460,-,-,1.0,55,-
16461,1.0,1.0,1.0,33,-
16462,1.0,1.0,1.0,29,-
16463,1.0,1.0,1.0,27,-
16464,-,-,-,5,9.0
16465,-,-,1.0,50,-
16466,-,-,1.0,53,-
16467,-,-,1.0,45,-
16468,-,-,1.0,55,-
16469,-,-,1.0,16,-
16470,-,-,-,6,1.0
16471,1.0,1.0,1.0,58,-
16472,1.0,1.0,1.0,51,-
16473,1.0,1.0,1.0,65,-
16474,1.0,1.0,1.0,61,-
16475,1.0,1.0,1.0,32,-
16476,1.0,1.0,1.0,23,5.0
16477,1.0,2.0,1.0,49,-
16478,-,-,1.0,75,-
16479,-,-,1.0,75,-
16480,1.0,2.0,1.0,56,-
16481,1.0,2.0,1.0,76,-
16482,1.0,2.0,1.0,72,-
16483,1.0,2.0,1.0,39,-
16484,1.0,2.0,1.0,35,-
16485,-,-,-,4,7.0
16486,1.0,1.0,1.0,41,-
16487,1.0,1.0,1.0,13,1.0
16488,1.0,2.0,1.0,54,-
16489,1.0,1.0,1.0,44,-
16490,1.0,1.0,1.0,19,5.0
16491,1.0,1.0,1.0,17,-
16492,1.0,1.0,1.0,56,-
16493,1.0,1.0,1.0,47,-
16494,1.0,1.0,1.0,12,1.0
16495,-,-,3.0,72,-
16496,1.0,1.0,1.0,53,-
16497,-,-,1.0,51,-
16498,1.0,1.0,1.0,22,5.0
16499,1.0,1.0,1.0,50,-
16500,1.0,1.0,1.0,53,-
16501,1.0,1.0,1.0,25,5.0
16502,1.0,1.0,1.0,23,5.0
16503,1.0,2.0,1.0,37,-
16504,1.0,2.0,3.0,11,1.0
16505,-,-,-,9,1.0
16506,-,-,-,7,1.0
16507,-,-,3.0,84,-
16508,-,-,1.0,65,-
16509,-,-,1.0,66,-
16510,1.0,1.0,1.0,35,-
16511,-,-,3.0,67,-
16512,-,-,3.0,77,-
16513,-,-,3.0,70,-
16514,1.0,1.0,1.0,53,-
16515,1.0,1.0,1.0,50,-
16516,1.0,1.0,1.0,25,-
16517,-,-,1.0,64,-
16518,2.0,1.0,1.0,45,2.0
16519,1.0,1.0,1.0,46,-
16520,1.0,1.0,1.0,24,-
16521,1.0,1.0,1.0,47,-
16522,1.0,1.0,1.0,51,-
16523,1.0,1.0,1.0,21,-
16524,-,-,3.0,53,-
16525,1.0,1.0,1.0,14,1.0
16526,-,-,3.0,79,-
16527,-,-,3.0,73,-
16528,1.0,2.0,1.0,54,-
16529,-,-,1.0,50,-
16530,1.0,1.0,1.0,27,5.0
16531,1.0,1.0,1.0,21,5.0
16532,-,-,3.0,82,-
16533,-,-,3.0,44,-
16534,1.0,1.0,3.0,44,-
16535,1.0,2.0,3.0,49,-
16536,1.0,2.0,3.0,14,1.0
16537,-,-,3.0,64,-
16538,-,-,3.0,62,-
16539,1.0,2.0,1.0,50,-
16540,1.0,2.0,1.0,41,-
16541,1.0,2.0,1.0,19,-
16542,1.0,2.0,1.0,17,-
16543,1.0,2.0,3.0,28,-
16544,1.0,1.0,1.0,30,-
16545,1.0,1.0,1.0,33,-
16546,2.0,1.0,1.0,50,-
16547,2.0,1.0,1.0,54,-
16548,1.0,1.0,1.0,28,-
16549,1.0,1.0,1.0,35,-
16550,1.0,1.0,1.0,14,1.0
16551,1.0,1.0,1.0,49,-
16552,1.0,1.0,1.0,19,5.0
16553,1.0,1.0,1.0,15,2.0
16554,1.0,1.0,1.0,31,5.0
16555,1.0,1.0,1.0,27,-
16556,-,-,-,0,-
16557,1.0,2.0,1.0,47,-
16558,2.0,1.0,1.0,40,11.0
16559,-,-,-,6,1.0
16560,-,-,3.0,82,-
16561,-,-,3.0,56,-
16562,-,-,3.0,55,-
16563,-,-,3.0,65,-
16564,-,-,3.0,56,-
16565,-,-,3.0,32,-
16566,1.0,1.0,1.0,27,-
16567,1.0,1.0,1.0,37,-
16568,1.0,1.0,1.0,12,1.0
16569,-,-,-,3,7.0
16570,-,-,3.0,52,-
16571,-,-,3.0,57,-
16572,-,-,1.0,68,-
16573,2.0,1.0,1.0,38,-
16574,2.0,1.0,1.0,21,-
16575,2.0,1.0,1.0,21,-
16576,2.0,1.0,1.0,18,-
16577,2.0,2.0,1.0,61,-
16578,-,-,3.0,89,-
16579,1.0,2.0,1.0,59,-
16580,1.0,2.0,1.0,52,-
16581,1.0,2.0,1.0,28,5.0
16582,-,-,1.0,66,-
16583,-,-,3.0,63,-
16584,-,-,1.0,79,-
16585,-,-,3.0,73,-
16586,1.0,1.0,1.0,47,-
16587,1.0,1.0,1.0,23,-
16588,1.0,1.0,1.0,20,5.0
16589,1.0,1.0,1.0,36,-
16590,1.0,1.0,1.0,29,5.0
16591,1.0,1.0,1.0,33,-
16592,1.0,1.0,1.0,84,-
16593,1.0,1.0,1.0,31,-
16594,1.0,1.0,1.0,28,-
16595,-,-,-,9,1.0
16596,1.0,2.0,1.0,29,-
16597,-,-,3.0,24,-
16598,-,-,-,3,-
16599,-,-,1.0,49,-
16600,-,-,1.0,39,-
16601,2.0,1.0,1.0,20,-
16602,2.0,1.0,1.0,19,2.0
16603,-,-,1.0,17,1.0
16604,2.0,1.0,1.0,14,2.0
16605,2.0,1.0,1.0,24,-
16606,2.0,1.0,1.0,20,-
16607,-,-,-,0,-
16608,-,-,3.0,10,1.0
16609,2.0,1.0,1.0,69,-
16610,-,-,1.0,43,-
16611,2.0,1.0,1.0,24,-
16612,-,-,-,4,7.0
16613,-,-,-,2,7.0
16614,-,-,1.0,50,-
16615,-,-,1.0,49,-
16616,1.0,2.0,1.0,13,1.0
16617,-,-,3.0,47,-
16618,-,-,3.0,41,-
16619,2.0,1.0,1.0,20,-
16620,1.0,1.0,1.0,17,2.0
16621,1.0,2.0,3.0,11,1.0
16622,-,-,-,3,7.0
16623,-,-,3.0,77,-
16624,-,-,1.0,72,-
16625,1.0,1.0,1.0,33,-
16626,1.0,1.0,1.0,25,-
16627,-,-,-,1,-
16628,-,-,1.0,55,-
16629,-,-,1.0,48,-
16630,-,-,1.0,65,-
16631,2.0,1.0,1.0,17,-
16632,1.0,1.0,1.0,47,-
16633,-,-,1.0,62,-
16634,-,-,3.0,57,-
16635,-,-,3.0,30,-
16636,-,-,1.0,63,-
16637,2.0,1.0,1.0,45,-
16638,2.0,1.0,1.0,41,-
16639,-,-,-,9,1.0
16640,-,-,1.0,51,-
16641,-,-,1.0,33,-
16642,-,-,3.0,11,1.0
16643,-,-,3.0,13,1.0
16644,1.0,1.0,1.0,47,-
16645,1.0,1.0,1.0,54,-
16646,1.0,1.0,1.0,16,2.0
16647,-,-,1.0,57,-
16648,2.0,1.0,1.0,35,-
16649,2.0,1.0,1.0,21,-
16650,-,-,-,5,9.0
16651,-,-,-,0,-
16652,1.0,1.0,1.0,31,-
16653,1.0,1.0,1.0,36,-
16654,1.0,1.0,1.0,13,1.0
16655,1.0,1.0,1.0,11,1.0
16656,-,-,-,9,1.0
16657,-,-,-,6,1.0
16658,1.0,1.0,1.0,32,-
16659,1.0,1.0,1.0,36,-
16660,-,-,-,3,7.0
16661,1.0,1.0,1.0,47,-
16662,2.0,1.0,1.0,25,-
16663,-,-,1.0,56,-
16664,2.0,1.0,1.0,31,-
16665,2.0,1.0,1.0,35,-
16666,1.0,2.0,1.0,69,-
16667,-,-,3.0,49,-
16668,-,-,3.0,44,-
16669,-,-,1.0,18,-
16670,-,-,3.0,11,1.0
16671,1.0,1.0,1.0,49,-
16672,1.0,1.0,1.0,44,-
16673,1.0,1.0,1.0,21,-
16674,1.0,2.0,1.0,47,-
16675,1.0,2.0,1.0,34,-
16676,1.0,2.0,1.0,15,2.0
16677,-,-,-,1,-
16678,-,-,1.0,32,-
16679,-,-,1.0,36,-
16680,-,-,-,3,-
16681,1.0,1.0,1.0,34,-
16682,1.0,1.0,1.0,25,-
16683,-,-,-,4,7.0
16684,-,-,-,0,-
16685,-,-,1.0,53,-
16686,2.0,1.0,1.0,25,-
16687,2.0,1.0,1.0,22,-
16688,2.0,1.0,1.0,19,3.0
16689,-,-,3.0,11,1.0
16690,-,-,-,6,1.0
16691,-,-,-,5,9.0
16692,-,-,-,4,7.0
16693,-,-,-,2,7.0
16694,-,-,-,1,-
16695,1.0,1.0,1.0,44,-
16696,1.0,1.0,1.0,41,-
16697,1.0,1.0,1.0,17,2.0
16698,-,-,3.0,69,-
16699,-,-,1.0,58,-
16700,2.0,1.0,1.0,28,-
16701,1.0,1.0,1.0,64,-
16702,1.0,1.0,1.0,61,-
16703,1.0,1.0,1.0,24,-
16704,1.0,1.0,1.0,30,-
16705,1.0,1.0,1.0,14,1.0
16706,-,-,-,2,7.0
16707,-,-,1.0,65,-
16708,-,-,3.0,72,-
16709,-,-,3.0,33,-
16710,-,-,-,2,-
16711,2.0,1.0,1.0,26,-
16712,2.0,1.0,1.0,28,-
16713,-,-,-,4,7.0
16714,1.0,1.0,1.0,32,-
16715,2.0,1.0,1.0,35,-
16716,-,-,-,7,1.0
16717,2.0,1.0,1.0,46,-
16718,2.0,1.0,1.0,36,-
16719,2.0,1.0,1.0,21,-
16720,1.0,1.0,1.0,12,1.0
16721,-,-,3.0,56,-
16722,-,-,1.0,22,-
16723,-,-,3.0,85,-
16724,2.0,1.0,1.0,65,-
16725,1.0,1.0,1.0,38,-
16726,-,-,3.0,53,-
16727,-,-,3.0,49,-
16728,1.0,2.0,1.0,24,-
16729,1.0,1.0,1.0,23,5.0
16730,1.0,2.0,1.0,15,2.0
16731,-,-,1.0,68,-
16732,-,-,3.0,68,-
16733,2.0,1.0,3.0,41,-
16734,-,-,1.0,46,-
16735,-,-,3.0,19,-
16736,1.0,1.0,1.0,57,-
16737,2.0,1.0,1.0,51,-
16738,1.0,1.0,1.0,33,-
16739,1.0,1.0,1.0,31,5.0
16740,1.0,1.0,1.0,47,-
16741,1.0,1.0,1.0,50,-
16742,2.0,1.0,1.0,78,-
16743,-,-,1.0,42,-
16744,-,-,1.0,39,-
16745,-,-,3.0,10,1.0
16746,-,-,-,2,-
16747,-,-,1.0,61,-
16748,1.0,1.0,1.0,46,-
16749,1.0,1.0,1.0,19,5.0
16750,-,-,3.0,76,-
16751,1.0,1.0,1.0,36,-
16752,1.0,1.0,1.0,35,-
16753,-,-,-,9,1.0
16754,1.0,1.0,1.0,51,-
16755,1.0,1.0,1.0,36,-
16756,1.0,1.0,1.0,18,-
16757,1.0,1.0,1.0,16,2.0
16758,1.0,2.0,1.0,10,1.0
16759,1.0,1.0,1.0,48,-
16760,2.0,1.0,1.0,45,-
16761,2.0,1.0,1.0,18,-
16762,2.0,1.0,1.0,14,1.0
16763,-,-,-,7,1.0
16764,2.0,1.0,1.0,51,-
16765,1.0,1.0,1.0,52,-
16766,2.0,1.0,1.0,54,-
16767,2.0,1.0,1.0,27,-
16768,-,-,1.0,57,-
16769,2.0,1.0,1.0,23,-
16770,2.0,1.0,1.0,18,2.0
16771,-,-,-,1,7.0
16772,1.0,1.0,1.0,34,-
16773,1.0,1.0,1.0,29,-
16774,-,-,-,8,1.0
16775,-,-,-,8,1.0
16776,-,-,-,5,9.0
16777,-,-,-,5,9.0
16778,-,-,3.0,57,-
16779,-,-,3.0,84,-
16780,-,-,3.0,81,-
16781,-,-,3.0,67,-
16782,-,-,3.0,52,-
16783,1.0,1.0,1.0,23,5.0
16784,-,-,-,5,9.0
16785,-,-,3.0,76,-
16786,-,-,1.0,72,-
16787,1.0,2.0,1.0,18,2.0
16788,1.0,2.0,1.0,53,-
16789,2.0,1.0,1.0,45,-
16790,2.0,1.0,1.0,39,-
16791,2.0,1.0,1.0,20,-
16792,1.0,1.0,1.0,12,1.0
16793,-,-,1.0,55,-
16794,1.0,1.0,1.0,46,-
16795,1.0,1.0,1.0,25,-
16796,1.0,1.0,1.0,24,-
16797,1.0,2.0,1.0,56,-
16798,1.0,2.0,1.0,19,-
16799,1.0,1.0,1.0,62,-
16800,2.0,1.0,1.0,57,-
16801,1.0,1.0,1.0,29,-
16802,1.0,1.0,1.0,32,-
16803,1.0,1.0,1.0,47,-
16804,2.0,1.0,1.0,45,-
16805,1.0,1.0,1.0,27,-
16806,-,-,-,8,1.0
16807,-,-,-,5,8.0
16808,-,-,-,3,-
16809,-,-,-,0,-
16810,-,-,1.0,67,-
16811,-,-,1.0,64,-
16812,-,-,1.0,39,-
16813,2.0,1.0,1.0,14,1.0
16814,-,-,-,8,1.0
16815,1.0,1.0,1.0,30,-
16816,1.0,1.0,1.0,28,-
16817,1.0,1.0,1.0,31,-
16818,1.0,1.0,1.0,28,-
16819,2.0,1.0,1.0,37,-
16820,2.0,1.0,1.0,67,-
16821,2.0,1.0,1.0,41,-
16822,2.0,1.0,1.0,48,-
16823,1.0,1.0,1.0,20,5.0
16824,-,-,3.0,70,-
16825,-,-,1.0,68,-
16826,-,-,3.0,17,-
16827,2.0,1.0,1.0,14,1.0
16828,-,-,1.0,81,-
16829,-,-,1.0,78,-
16830,-,-,1.0,36,-
16831,1.0,2.0,3.0,10,1.0
16832,-,-,-,8,1.0
16833,-,-,-,6,9.0
16834,1.0,2.0,1.0,34,-
16835,1.0,2.0,1.0,42,-
16836,2.0,1.0,1.0,18,2.0
16837,1.0,2.0,3.0,16,2.0
16838,1.0,2.0,3.0,13,1.0
16839,1.0,2.0,3.0,10,1.0
16840,-,-,-,5,9.0
16841,-,-,-,4,-
16842,-,-,-,2,-
16843,1.0,2.0,1.0,20,-
16844,-,-,-,1,-
16845,-,-,3.0,64,-
16846,-,-,1.0,58,-
16847,-,-,3.0,60,-
16848,1.0,1.0,1.0,34,-
16849,1.0,1.0,1.0,22,-
16850,-,-,1.0,63,-
16851,-,-,1.0,62,-
16852,1.0,2.0,1.0,54,-
16853,-,-,1.0,52,-
16854,1.0,1.0,1.0,32,-
16855,-,-,3.0,82,-
16856,1.0,2.0,1.0,44,-
16857,1.0,1.0,1.0,19,2.0
16858,-,-,-,6,1.0
16859,2.0,1.0,1.0,25,2.0
16860,1.0,1.0,1.0,25,-
16861,-,-,-,0,-
16862,1.0,2.0,3.0,57,-
16863,1.0,2.0,1.0,58,-
16864,1.0,1.0,1.0,32,-
16865,1.0,2.0,1.0,11,1.0
16866,-,-,-,3,-
16867,-,-,1.0,52,-
16868,2.0,1.0,1.0,28,-
16869,2.0,1.0,1.0,27,-
16870,-,-,-,7,1.0
16871,-,-,-,4,9.0
16872,-,-,1.0,44,-
16873,-,-,3.0,23,1.0
16874,-,-,-,3,-
16875,-,-,-,1,-
16876,-,-,3.0,75,-
16877,2.0,1.0,1.0,43,-
16878,2.0,1.0,1.0,33,-
16879,1.0,1.0,1.0,40,-
16880,1.0,1.0,1.0,32,-
16881,-,-,-,9,1.0
16882,-,-,-,5,9.0
16883,1.0,1.0,1.0,60,-
16884,1.0,2.0,1.0,55,-
16885,1.0,1.0,1.0,29,-
16886,-,-,1.0,31,-
16887,2.0,1.0,1.0,31,-
16888,-,-,3.0,11,1.0
16889,-,-,-,8,1.0
16890,1.0,1.0,1.0,40,-
16891,1.0,1.0,1.0,37,-
16892,-,-,-,0,-
16893,1.0,2.0,3.0,84,-
16894,-,-,1.0,61,-
16895,-,-,-,8,1.0
16896,-,-,1.0,61,-
16897,1.0,2.0,1.0,59,-
16898,1.0,2.0,3.0,51,-
16899,1.0,1.0,1.0,43,-
16900,1.0,1.0,1.0,19,5.0
16901,-,-,-,9,1.0
16902,1.0,1.0,1.0,21,-
16903,1.0,1.0,1.0,27,5.0
16904,1.0,1.0,1.0,55,-
16905,1.0,1.0,1.0,48,-
16906,1.0,1.0,1.0,19,5.0
16907,1.0,1.0,1.0,28,-
16908,1.0,1.0,1.0,25,-
16909,-,-,-,3,7.0
16910,1.0,1.0,1.0,34,-
16911,1.0,1.0,1.0,31,-
16912,-,-,1.0,57,-
16913,1.0,1.0,1.0,25,-
16914,1.0,1.0,1.0,26,-
16915,1.0,1.0,1.0,43,-
16916,-,-,3.0,85,-
16917,-,-,3.0,73,-
16918,1.0,1.0,1.0,22,-
16919,1.0,1.0,1.0,22,-
16920,1.0,1.0,1.0,48,-
16921,1.0,1.0,1.0,26,-
16922,-,-,3.0,60,-
16923,1.0,2.0,1.0,54,-
16924,1.0,1.0,1.0,32,-
16925,-,-,3.0,60,-
16926,-,-,3.0,59,-
16927,1.0,1.0,1.0,29,5.0
16928,2.0,1.0,1.0,30,-
16929,2.0,1.0,1.0,12,1.0
16930,-,-,-,9,1.0
16931,-,-,-,5,9.0
16932,1.0,1.0,1.0,48,-
16933,-,-,1.0,46,-
16934,1.0,1.0,1.0,22,-
16935,1.0,1.0,1.0,14,1.0
16936,-,-,1.0,46,-
16937,2.0,1.0,1.0,45,-
16938,2.0,1.0,1.0,21,-
16939,2.0,1.0,3.0,28,-
16940,-,-,-,6,1.0
16941,1.0,2.0,1.0,61,-
16942,1.0,2.0,1.0,63,-
16943,1.0,1.0,1.0,34,-
16944,1.0,1.0,1.0,43,-
16945,1.0,2.0,1.0,41,-
16946,1.0,1.0,1.0,16,2.0
16947,-,-,-,7,1.0
16948,1.0,1.0,1.0,38,-
16949,2.0,1.0,1.0,41,-
16950,2.0,1.0,1.0,32,-
16951,-,-,-,7,1.0
16952,-,-,3.0,67,-
16953,-,-,1.0,61,-
16954,1.0,1.0,1.0,37,-
16955,-,-,3.0,50,-
16956,1.0,1.0,1.0,26,-
16957,1.0,1.0,1.0,27,-
16958,-,-,-,5,9.0
16959,-,-,-,3,-
16960,1.0,1.0,1.0,49,-
16961,1.0,1.0,1.0,42,-
16962,1.0,1.0,1.0,18,2.0
16963,1.0,2.0,1.0,13,1.0
16964,1.0,1.0,1.0,59,-
16965,1.0,1.0,1.0,22,-
16966,1.0,1.0,1.0,19,5.0
16967,-,-,1.0,93,-
16968,1.0,1.0,1.0,53,-
16969,-,-,1.0,54,-
16970,1.0,1.0,1.0,42,-
16971,1.0,1.0,1.0,36,-
16972,-,-,-,2,-
16973,-,-,3.0,60,-
16974,-,-,3.0,57,-
16975,1.0,1.0,1.0,46,-
16976,1.0,1.0,1.0,44,-
16977,1.0,1.0,1.0,16,2.0
16978,-,-,1.0,62,-
16979,-,-,1.0,57,-
16980,1.0,1.0,1.0,62,-
16981,1.0,1.0,1.0,43,-
16982,1.0,1.0,1.0,41,-
16983,-,-,1.0,34,-
16984,1.0,1.0,1.0,14,1.0
16985,1.0,1.0,1.0,10,1.0
16986,1.0,1.0,1.0,30,-
16987,-,-,3.0,10,1.0
16988,-,-,-,0,-
16989,-,-,3.0,69,-
16990,-,-,3.0,66,-
16991,-,-,1.0,46,-
16992,-,-,3.0,46,-
16993,1.0,1.0,1.0,22,5.0
16994,-,-,3.0,17,-
16995,-,-,3.0,15,1.0
16996,-,-,3.0,13,1.0
16997,1.0,1.0,1.0,40,-
16998,1.0,1.0,1.0,16,2.0
16999,1.0,2.0,3.0,10,1.0
17000,1.0,1.0,1.0,21,5.0
17001,1.0,1.0,1.0,25,-
17002,-,-,1.0,56,-
17003,1.0,1.0,1.0,55,-
17004,1.0,2.0,1.0,42,-
17005,1.0,2.0,1.0,43,-
17006,1.0,1.0,1.0,18,-
17007,1.0,1.0,1.0,16,2.0
17008,1.0,1.0,1.0,28,-
17009,1.0,1.0,1.0,25,-
17010,-,-,-,9,1.0
17011,-,-,-,6,9.0
17012,-,-,-,1,-
17013,1.0,1.0,1.0,25,-
17014,-,-,1.0,21,-
17015,-,-,-,3,7.0
17016,1.0,1.0,1.0,53,-
17017,1.0,1.0,1.0,43,-
17018,1.0,1.0,1.0,22,-
17019,1.0,1.0,1.0,17,-
17020,1.0,1.0,1.0,43,-
17021,1.0,1.0,1.0,18,5.0
17022,-,-,3.0,39,-
17023,-,-,1.0,31,-
17024,-,-,-,9,1.0
17025,-,-,-,5,9.0
17026,-,-,1.0,32,-
17027,-,-,1.0,31,-
17028,1.0,2.0,3.0,17,2.0
17029,-,-,3.0,15,2.0
17030,-,-,3.0,13,1.0
17031,-,-,3.0,10,1.0
17032,-,-,-,7,1.0
17033,-,-,-,4,7.0
17034,-,-,1.0,53,-
17035,1.0,1.0,1.0,24,-
17036,1.0,1.0,1.0,23,-
17037,1.0,1.0,1.0,27,-
17038,-,-,-,9,1.0
17039,2.0,1.0,1.0,33,-
17040,2.0,1.0,1.0,24,-
17041,-,-,-,4,7.0
17042,1.0,1.0,1.0,40,-
17043,1.0,2.0,1.0,39,-
17044,1.0,2.0,1.0,12,1.0
17045,-,-,-,3,7.0
17046,-,-,1.0,50,-
17047,-,-,1.0,39,-
17048,1.0,1.0,1.0,16,2.0
17049,1.0,2.0,1.0,13,1.0
17050,-,-,1.0,40,-
17051,1.0,1.0,1.0,38,-
17052,1.0,1.0,1.0,18,-
17053,-,-,-,7,1.0
17054,1.0,1.0,1.0,36,-
17055,1.0,1.0,1.0,36,-
17056,1.0,2.0,3.0,10,1.0
17057,-,-,-,4,7.0
17058,-,-,3.0,44,-
17059,-,-,1.0,37,-
17060,1.0,2.0,1.0,43,-
17061,-,-,1.0,49,-
17062,1.0,1.0,1.0,15,1.0
17063,1.0,2.0,3.0,10,1.0
17064,1.0,2.0,1.0,42,-
17065,1.0,2.0,1.0,35,-
17066,-,-,-,7,1.0
17067,-,-,1.0,44,-
17068,-,-,3.0,39,-
17069,1.0,1.0,1.0,21,-
17070,1.0,2.0,1.0,27,-
17071,-,-,-,8,1.0
17072,-,-,1.0,39,-
17073,1.0,2.0,1.0,29,-
17074,1.0,2.0,3.0,11,1.0
17075,-,-,1.0,61,-
17076,-,-,1.0,57,-
17077,-,-,3.0,32,-
17078,1.0,1.0,1.0,18,-
17079,-,-,1.0,35,-
17080,-,-,1.0,18,-
17081,-,-,3.0,12,1.0
17082,1.0,2.0,1.0,49,-
17083,1.0,1.0,1.0,50,-
17084,1.0,2.0,1.0,19,-
17085,1.0,2.0,3.0,13,1.0
17086,1.0,2.0,3.0,10,1.0
17087,1.0,2.0,1.0,33,-
17088,1.0,1.0,1.0,28,-
17089,1.0,1.0,3.0,10,1.0
17090,-,-,-,4,7.0
17091,-,-,1.0,37,-
17092,1.0,2.0,1.0,44,-
17093,1.0,1.0,1.0,15,2.0
17094,1.0,2.0,1.0,13,1.0
17095,-,-,-,5,9.0
17096,1.0,1.0,1.0,23,-
17097,1.0,1.0,1.0,24,-
17098,1.0,2.0,1.0,46,-
17099,-,-,1.0,47,-
17100,-,-,3.0,45,-
17101,-,-,3.0,33,-
17102,-,-,3.0,44,-
17103,-,-,3.0,47,-
17104,-,-,1.0,41,-
17105,-,-,-,5,-
17106,1.0,1.0,1.0,21,-
17107,-,-,1.0,75,-
17108,-,-,1.0,71,-
17109,-,-,1.0,38,-
17110,-,-,1.0,47,-
17111,1.0,2.0,1.0,28,-
17112,1.0,2.0,1.0,28,-
17113,-,-,-,0,-
17114,1.0,1.0,3.0,19,-
17115,-,-,1.0,76,-
17116,-,-,3.0,56,-
17117,-,-,3.0,75,-
17118,1.0,2.0,1.0,70,-
17119,-,-,1.0,42,-
17120,-,-,1.0,41,-
17121,1.0,1.0,1.0,16,2.0
17122,-,-,-,9,1.0
17123,1.0,1.0,1.0,25,-
17124,1.0,1.0,1.0,25,-
17125,-,-,-,6,1.0
17126,-,-,1.0,47,-
17127,-,-,1.0,40,-
17128,1.0,2.0,1.0,49,-
17129,1.0,2.0,1.0,51,-
17130,1.0,2.0,1.0,20,-
17131,1.0,2.0,1.0,13,1.0
17132,-,-,1.0,37,-
17133,-,-,1.0,40,-
17134,-,-,1.0,16,2.0
17135,-,-,1.0,14,1.0
17136,-,-,1.0,49,-
17137,-,-,3.0,48,-
17138,-,-,3.0,44,-
17139,-,-,1.0,23,-
17140,-,-,3.0,21,5.0
17141,-,-,1.0,39,-
17142,-,-,-,8,1.0
17143,-,-,-,1,-
17144,-,-,3.0,77,-
17145,-,-,3.0,72,-
17146,-,-,3.0,77,-
17147,-,-,3.0,47,-
17148,-,-,3.0,57,-
17149,-,-,3.0,12,1.0
17150,1.0,1.0,1.0,28,-
17151,1.0,1.0,1.0,26,-
17152,-,-,-,6,1.0
17153,-,-,1.0,29,-
17154,-,-,3.0,67,-
17155,1.0,1.0,1.0,30,-
17156,2.0,1.0,1.0,35,-
17157,-,-,-,9,1.0
17158,-,-,3.0,33,-
17159,-,-,1.0,31,-
17160,-,-,3.0,81,-
17161,-,-,1.0,74,-
17162,-,-,1.0,65,-
17163,-,-,1.0,65,-
17164,1.0,2.0,3.0,32,-
17165,-,-,1.0,65,-
17166,1.0,2.0,1.0,39,-
17167,1.0,2.0,1.0,50,-
17168,1.0,1.0,1.0,20,-
17169,2.0,1.0,1.0,23,-
17170,2.0,1.0,1.0,20,-
17171,-,-,-,2,7.0
17172,1.0,1.0,1.0,34,-
17173,1.0,2.0,1.0,11,1.0
17174,-,-,-,0,7.0
17175,-,-,3.0,27,-
17176,-,-,3.0,48,-
17177,-,-,3.0,46,-
17178,1.0,2.0,3.0,17,5.0
17179,-,-,3.0,69,-
17180,-,-,3.0,59,-
17181,-,-,3.0,35,-
17182,-,-,3.0,33,-
17183,1.0,1.0,1.0,40,-
17184,1.0,1.0,1.0,32,-
17185,1.0,1.0,1.0,16,2.0
17186,-,-,1.0,13,1.0
17187,-,-,1.0,54,-
17188,-,-,3.0,59,-
17189,1.0,1.0,1.0,32,-
17190,-,-,1.0,53,-
17191,-,-,3.0,47,-
17192,1.0,2.0,3.0,27,-
17193,-,-,1.0,21,5.0
17194,-,-,1.0,76,-
17195,-,-,3.0,68,-
17196,-,-,3.0,68,-
17197,-,-,3.0,56,-
17198,-,-,1.0,48,-
17199,1.0,2.0,1.0,20,5.0
17200,1.0,2.0,3.0,18,-
17201,-,-,1.0,47,-
17202,1.0,1.0,1.0,25,-
17203,-,-,1.0,27,-
17204,-,-,3.0,63,-
17205,-,-,3.0,59,-
17206,-,-,3.0,58,-
17207,-,-,3.0,86,-
17208,-,-,3.0,80,-
17209,-,-,3.0,57,-
17210,-,-,3.0,50,-
17211,-,-,3.0,44,-
17212,-,-,3.0,36,-
17213,-,-,3.0,40,-
17214,-,-,3.0,65,-
17215,-,-,3.0,58,-
17216,2.0,1.0,1.0,22,-
17217,-,-,1.0,24,-
17218,-,-,3.0,35,-
17219,-,-,3.0,32,-
17220,-,-,3.0,20,-
17221,1.0,2.0,3.0,12,1.0
17222,-,-,3.0,38,-
17223,-,-,3.0,28,-
17224,-,-,1.0,35,-
17225,-,-,-,2,7.0
17226,-,-,1.0,58,-
17227,-,-,1.0,58,-
17228,-,-,3.0,51,-
17229,-,-,1.0,31,-
17230,-,-,3.0,64,-
17231,-,-,1.0,48,-
17232,1.0,1.0,1.0,56,-
17233,-,-,3.0,86,-
17234,-,-,3.0,74,-
17235,-,-,3.0,51,-
17236,1.0,1.0,1.0,31,-
17237,1.0,1.0,1.0,33,-
17238,-,-,-,4,9.0
17239,-,-,1.0,46,-
17240,-,-,1.0,54,-
17241,2.0,1.0,1.0,33,-
17242,1.0,1.0,1.0,33,5.0
17243,-,-,-,6,1.0
17244,-,-,3.0,75,-
17245,-,-,3.0,55,-
17246,-,-,1.0,45,-
17247,-,-,1.0,60,-
17248,-,-,1.0,58,-
17249,1.0,1.0,1.0,31,-
17250,1.0,2.0,3.0,10,1.0
17251,1.0,1.0,1.0,31,-
17252,1.0,1.0,1.0,45,-
17253,1.0,1.0,1.0,45,-
17254,1.0,1.0,1.0,20,5.0
17255,1.0,1.0,1.0,17,-
