,V061112,V061113,V06112,V8005,V6003
15654,-,-,1.0,37,-
15655,-,-,3.0,29,-
15656,-,-,-,0,-
15657,-,-,3.0,28,-
15658,1.0,1.0,1.0,49,-
15659,1.0,1.0,1.0,46,-
15660,1.0,1.0,1.0,29,-
15661,1.0,1.0,1.0,21,-
15662,1.0,1.0,1.0,14,1.0
15663,-,-,1.0,29,-
15664,-,-,3.0,19,-
15665,-,-,3.0,82,-
15666,1.0,1.0,1.0,21,-
15667,-,-,1.0,44,-
15668,1.0,1.0,1.0,49,-
15669,1.0,2.0,3.0,13,1.0
15670,-,-,-,7,1.0
15671,-,-,3.0,69,-
15672,-,-,3.0,70,-
15673,-,-,1.0,65,-
15674,-,-,3.0,27,-
15675,-,-,3.0,35,-
15676,1.0,2.0,3.0,14,1.0
15677,-,-,-,6,1.0
15678,-,-,-,0,-
15679,-,-,1.0,31,-
15680,-,-,3.0,24,-
15681,-,-,-,8,1.0
15682,-,-,-,6,1.0
15683,-,-,-,2,-
15684,-,-,3.0,86,-
15685,-,-,3.0,82,-
15686,1.0,2.0,1.0,52,-
15687,-,-,1.0,46,-
15688,-,-,3.0,87,-
15689,-,-,3.0,61,-
15690,-,-,3.0,61,-
15691,-,-,3.0,64,-
15692,-,-,1.0,77,-
15693,-,-,3.0,75,-
15694,-,-,3.0,31,-
15695,1.0,1.0,1.0,20,5.0
15696,1.0,1.0,1.0,47,-
15697,1.0,1.0,1.0,37,-
15698,1.0,2.0,3.0,11,1.0
15699,-,-,-,6,1.0
15700,-,-,1.0,74,-
15701,-,-,1.0,71,-
15702,1.0,1.0,1.0,50,-
15703,1.0,1.0,1.0,27,-
15704,1.0,1.0,1.0,24,-
15705,-,-,1.0,52,-
15706,-,-,1.0,68,-
15707,-,-,1.0,60,-
15708,1.0,2.0,1.0,53,4.0
15709,1.0,1.0,1.0,31,5.0
15710,1.0,1.0,1.0,30,-
15711,1.0,2.0,3.0,10,1.0
15712,-,-,-,2,7.0
15713,1.0,1.0,1.0,59,-
15714,1.0,1.0,1.0,58,-
15715,1.0,1.0,1.0,29,-
15716,-,-,1.0,57,-
15717,-,-,3.0,64,-
15718,-,-,3.0,61,-
15719,1.0,2.0,1.0,61,-
15720,1.0,2.0,1.0,52,-
15721,1.0,1.0,1.0,22,-
15722,-,-,3.0,76,-
15723,-,-,3.0,49,-
15724,-,-,1.0,50,-
15725,-,-,1.0,51,-
15726,1.0,1.0,1.0,23,-
15727,2.0,1.0,1.0,30,-
15728,-,-,1.0,32,-
15729,-,-,-,0,-
15730,1.0,2.0,1.0,30,-
15731,1.0,2.0,1.0,43,-
15732,-,-,-,8,1.0
15733,-,-,1.0,66,-
15734,-,-,1.0,41,-
15735,-,-,1.0,17,-
15736,-,-,1.0,14,-
15737,-,-,3.0,77,-
15738,-,-,3.0,37,-
15739,-,-,1.0,57,-
15740,-,-,3.0,77,-
15741,-,-,3.0,71,-
15742,1.0,1.0,1.0,30,-
15743,1.0,1.0,1.0,21,-
15744,-,-,1.0,59,-
15745,1.0,1.0,1.0,26,-
15746,2.0,1.0,1.0,44,-
15747,1.0,2.0,1.0,46,-
15748,1.0,1.0,1.0,21,5.0
15749,2.0,1.0,1.0,48,-
15750,1.0,1.0,1.0,16,2.0
15751,2.0,1.0,1.0,11,1.0
15752,1.0,2.0,3.0,57,-
15753,1.0,1.0,1.0,37,-
15754,-,-,1.0,31,-
15755,1.0,1.0,1.0,12,1.0
15756,1.0,1.0,1.0,38,-
15757,1.0,1.0,1.0,37,-
15758,1.0,1.0,1.0,26,-
15759,1.0,1.0,1.0,37,-
15760,1.0,1.0,1.0,35,-
15761,-,-,-,6,1.0
15762,-,-,-,3,7.0
15763,-,-,3.0,85,-
15764,-,-,3.0,84,-
15765,-,-,1.0,49,-
15766,-,-,1.0,53,-
15767,2.0,1.0,1.0,24,-
15768,2.0,1.0,1.0,22,-
15769,-,-,-,0,-
15770,2.0,1.0,1.0,40,-
15771,1.0,1.0,1.0,33,-
15772,1.0,1.0,1.0,13,1.0
15773,1.0,1.0,1.0,52,-
15774,-,-,3.0,81,-
15775,-,-,1.0,57,-
15776,-,-,3.0,90,-
15777,1.0,1.0,1.0,53,-
15778,1.0,1.0,1.0,49,-
15779,1.0,1.0,1.0,43,5.0
15780,1.0,1.0,1.0,40,5.0
15781,-,-,-,9,1.0
15782,-,-,-,2,-
15783,1.0,1.0,1.0,28,-
15784,1.0,1.0,1.0,31,-
15785,-,-,-,5,9.0
15786,2.0,1.0,1.0,51,-
15787,2.0,1.0,1.0,43,-
15788,1.0,1.0,1.0,24,-
15789,1.0,1.0,1.0,43,-
15790,1.0,1.0,1.0,39,-
15791,1.0,1.0,1.0,50,-
15792,1.0,1.0,1.0,49,-
15793,1.0,1.0,1.0,21,-
15794,1.0,1.0,1.0,31,-
15795,-,-,1.0,77,-
15796,1.0,1.0,1.0,45,-
15797,1.0,2.0,1.0,44,-
15798,1.0,2.0,1.0,13,1.0
15799,-,-,-,8,1.0
15800,2.0,1.0,1.0,36,-
15801,2.0,1.0,1.0,28,-
15802,-,-,-,3,7.0
15803,1.0,1.0,1.0,42,-
15804,1.0,1.0,1.0,39,-
15805,-,-,-,7,1.0
15806,-,-,-,5,9.0
15807,2.0,1.0,1.0,44,-
15808,2.0,1.0,1.0,40,-
15809,1.0,2.0,1.0,61,-
15810,1.0,2.0,1.0,62,-
15811,1.0,1.0,1.0,31,-
15812,1.0,1.0,1.0,29,-
15813,1.0,1.0,1.0,28,5.0
15814,-,-,-,3,7.0
15815,1.0,1.0,1.0,36,-
15816,1.0,1.0,1.0,35,-
15817,-,-,-,9,1.0
15818,-,-,-,5,9.0
15819,1.0,1.0,1.0,35,-
15820,1.0,1.0,1.0,14,1.0
15821,1.0,1.0,1.0,35,-
15822,1.0,1.0,1.0,37,-
15823,-,-,-,1,7.0
15824,1.0,2.0,1.0,55,-
15825,1.0,1.0,1.0,35,-
15826,1.0,1.0,3.0,55,-
15827,1.0,1.0,3.0,59,-
15828,1.0,1.0,3.0,29,-
15829,1.0,1.0,1.0,50,-
15830,1.0,1.0,1.0,48,-
15831,1.0,1.0,1.0,21,5.0
15832,1.0,1.0,1.0,17,2.0
15833,1.0,2.0,3.0,75,-
15834,-,-,3.0,80,-
15835,1.0,1.0,1.0,46,-
15836,1.0,1.0,1.0,55,-
15837,-,-,1.0,63,-
15838,1.0,1.0,1.0,32,-
15839,1.0,1.0,1.0,30,-
15840,-,-,-,2,7.0
15841,1.0,1.0,1.0,34,-
15842,1.0,1.0,1.0,41,-
15843,-,-,-,7,1.0
15844,-,-,1.0,69,-
15845,-,-,1.0,62,-
15846,-,-,1.0,64,-
15847,1.0,2.0,3.0,10,1.0
15848,1.0,1.0,1.0,43,-
15849,1.0,1.0,1.0,45,-
15850,1.0,1.0,1.0,23,5.0
15851,1.0,1.0,1.0,18,-
15852,1.0,1.0,1.0,44,-
15853,-,-,1.0,55,-
15854,2.0,1.0,1.0,61,-
15855,2.0,1.0,1.0,48,-
15856,1.0,1.0,1.0,28,-
15857,1.0,1.0,1.0,25,-
15858,1.0,1.0,1.0,23,-
15859,-,-,-,7,1.0
15860,-,-,-,3,7.0
15861,-,-,1.0,56,-
15862,1.0,1.0,1.0,64,-
15863,1.0,1.0,1.0,59,-
15864,-,-,1.0,70,-
15865,1.0,2.0,1.0,54,-
15866,-,-,1.0,59,-
15867,1.0,1.0,1.0,51,-
15868,1.0,1.0,1.0,13,1.0
15869,1.0,1.0,1.0,11,1.0
15870,-,-,1.0,55,-
15871,-,-,1.0,52,-
15872,1.0,1.0,1.0,28,-
15873,-,-,1.0,41,-
15874,-,-,1.0,62,-
15875,1.0,1.0,1.0,21,-
15876,-,-,1.0,73,-
15877,1.0,1.0,1.0,62,-
15878,-,-,1.0,59,-
15879,1.0,1.0,1.0,28,-
15880,-,-,1.0,64,-
15881,-,-,1.0,29,-
15882,2.0,1.0,1.0,50,-
15883,2.0,1.0,1.0,18,-
15884,2.0,1.0,1.0,36,-
15885,1.0,1.0,1.0,13,1.0
15886,-,-,-,9,1.0
15887,-,-,-,6,1.0
15888,-,-,3.0,66,-
15889,-,-,1.0,71,-
15890,-,-,1.0,68,-
15891,-,-,1.0,54,-
15892,2.0,1.0,1.0,33,-
15893,1.0,1.0,1.0,22,-
15894,-,-,1.0,32,-
15895,-,-,-,4,7.0
15896,-,-,1.0,66,-
15897,-,-,3.0,34,-
15898,1.0,1.0,1.0,27,-
15899,-,-,3.0,38,-
15900,1.0,1.0,3.0,45,-
15901,-,-,3.0,28,-
15902,1.0,1.0,1.0,26,-
15903,1.0,1.0,1.0,24,-
15904,-,-,-,6,1.0
15905,-,-,-,3,7.0
15906,1.0,2.0,1.0,58,-
15907,-,-,3.0,53,-
15908,-,-,1.0,68,-
15909,-,-,1.0,64,-
15910,1.0,1.0,1.0,33,-
15911,-,-,1.0,59,-
15912,2.0,1.0,1.0,57,-
15913,2.0,1.0,1.0,33,-
15914,1.0,1.0,1.0,36,5.0
15915,2.0,1.0,1.0,33,-
15916,1.0,2.0,3.0,11,1.0
15917,-,-,-,6,1.0
15918,1.0,1.0,1.0,47,-
15919,1.0,1.0,1.0,45,-
15920,1.0,1.0,1.0,24,-
15921,1.0,1.0,1.0,17,-
15922,1.0,1.0,1.0,11,1.0
15923,1.0,1.0,1.0,48,-
15924,-,-,1.0,53,-
15925,1.0,1.0,1.0,29,-
15926,1.0,1.0,1.0,27,-
15927,1.0,1.0,1.0,13,1.0
15928,-,-,-,3,7.0
15929,1.0,1.0,1.0,50,-
15930,1.0,1.0,1.0,52,-
15931,1.0,1.0,1.0,27,5.0
15932,1.0,1.0,1.0,18,-
15933,1.0,2.0,1.0,40,-
15934,1.0,1.0,1.0,37,-
15935,-,-,-,6,8.0
15936,1.0,1.0,1.0,49,-
15937,1.0,1.0,1.0,45,-
15938,1.0,1.0,1.0,20,2.0
15939,1.0,1.0,1.0,19,-
15940,-,-,3.0,66,-
15941,1.0,1.0,1.0,45,-
15942,1.0,1.0,1.0,46,-
15943,-,-,-,3,7.0
15944,1.0,1.0,1.0,47,-
15945,1.0,1.0,1.0,40,-
15946,1.0,1.0,1.0,18,-
15947,1.0,1.0,1.0,16,2.0
15948,1.0,1.0,1.0,14,1.0
15949,-,-,1.0,50,-
15950,2.0,1.0,1.0,51,-
15951,1.0,1.0,1.0,25,-
15952,1.0,1.0,1.0,29,-
15953,-,-,1.0,33,-
15954,-,-,-,3,7.0
15955,-,-,-,2,-
15956,-,-,1.0,56,-
15957,1.0,1.0,1.0,43,-
15958,2.0,1.0,1.0,40,-
15959,1.0,1.0,1.0,19,-
15960,1.0,1.0,1.0,15,1.0
15961,-,-,1.0,89,-
15962,1.0,1.0,1.0,19,-
15963,1.0,1.0,1.0,19,-
15964,-,-,-,0,-
15965,-,-,1.0,50,-
15966,-,-,1.0,53,-
15967,1.0,1.0,1.0,29,-
15968,1.0,1.0,1.0,38,-
15969,1.0,1.0,1.0,36,-
15970,1.0,1.0,1.0,19,-
15971,1.0,1.0,1.0,15,2.0
15972,-,-,1.0,43,-
15973,2.0,1.0,1.0,51,-
15974,2.0,1.0,1.0,22,-
15975,-,-,1.0,19,-
15976,-,-,-,2,-
15977,-,-,3.0,58,-
15978,-,-,1.0,22,-
15979,1.0,1.0,1.0,31,-
15980,1.0,1.0,1.0,38,3.0
15981,1.0,1.0,1.0,11,1.0
15982,-,-,-,4,7.0
15983,-,-,1.0,45,-
15984,-,-,1.0,47,-
15985,2.0,1.0,1.0,13,1.0
15986,-,-,3.0,67,-
15987,-,-,3.0,66,-
15988,-,-,1.0,42,-
15989,-,-,1.0,39,-
15990,-,-,1.0,14,1.0
15991,-,-,-,6,9.0
15992,-,-,1.0,40,-
15993,-,-,1.0,41,-
15994,-,-,1.0,20,-
15995,-,-,1.0,15,2.0
15996,-,-,1.0,12,1.0
15997,-,-,3.0,45,-
15998,-,-,1.0,53,-
15999,-,-,1.0,44,-
16000,-,-,1.0,25,-
16001,-,-,1.0,19,5.0
16002,-,-,1.0,10,1.0
16003,1.0,2.0,1.0,49,-
16004,1.0,2.0,1.0,35,-
16005,1.0,1.0,1.0,22,5.0
16006,1.0,1.0,1.0,15,2.0
16007,1.0,1.0,1.0,31,-
16008,1.0,1.0,1.0,12,1.0
16009,-,-,1.0,56,-
16010,-,-,1.0,31,-
16011,-,-,1.0,18,-
16012,-,-,1.0,49,-
16013,-,-,1.0,50,-
16014,1.0,1.0,1.0,24,-
16015,1.0,1.0,1.0,23,-
16016,2.0,1.0,1.0,46,-
16017,2.0,1.0,1.0,20,-
16018,2.0,1.0,1.0,19,-
16019,2.0,1.0,1.0,39,-
16020,2.0,1.0,1.0,11,1.0
16021,-,-,1.0,44,-
16022,-,-,1.0,43,-
16023,2.0,1.0,1.0,44,-
16024,-,-,1.0,46,-
16025,1.0,1.0,1.0,20,-
16026,1.0,1.0,1.0,15,2.0
16027,-,-,-,5,9.0
16028,-,-,1.0,53,-
16029,2.0,1.0,1.0,50,-
16030,2.0,1.0,1.0,14,1.0
16031,1.0,1.0,1.0,43,-
16032,2.0,1.0,1.0,33,-
16033,1.0,1.0,1.0,18,-
16034,1.0,1.0,1.0,18,-
16035,1.0,1.0,1.0,11,1.0
16036,-,-,1.0,48,-
16037,-,-,1.0,50,-
16038,-,-,1.0,46,-
16039,-,-,1.0,41,-
16040,-,-,1.0,30,-
16041,-,-,3.0,38,-
16042,-,-,3.0,10,1.0
16043,-,-,-,4,9.0
16044,1.0,1.0,1.0,47,-
16045,1.0,1.0,1.0,52,-
16046,-,-,1.0,71,-
16047,1.0,1.0,1.0,37,5.0
16048,1.0,1.0,1.0,39,-
16049,1.0,1.0,1.0,16,-
16050,-,-,-,8,1.0
16051,1.0,1.0,1.0,48,-
16052,1.0,1.0,1.0,55,-
16053,-,-,-,7,1.0
16054,-,-,3.0,75,-
16055,1.0,1.0,1.0,46,-
16056,-,-,3.0,77,-
16057,2.0,1.0,1.0,56,-
16058,2.0,1.0,1.0,29,-
16059,1.0,1.0,1.0,35,-
16060,1.0,1.0,1.0,35,-
16061,-,-,-,2,-
16062,-,-,3.0,56,-
16063,-,-,3.0,63,-
16064,1.0,2.0,3.0,62,-
16065,2.0,1.0,1.0,34,-
16066,1.0,1.0,1.0,21,-
16067,1.0,1.0,1.0,63,-
16068,2.0,1.0,1.0,58,-
16069,1.0,1.0,1.0,36,-
16070,1.0,1.0,1.0,46,-
16071,1.0,1.0,1.0,16,2.0
16072,-,-,-,2,-
16073,-,-,1.0,64,-
16074,1.0,1.0,1.0,70,-
16075,1.0,1.0,1.0,49,-
16076,2.0,1.0,1.0,36,-
16077,-,-,3.0,68,-
16078,-,-,1.0,60,-
16079,-,-,1.0,62,-
16080,1.0,1.0,1.0,57,-
16081,1.0,1.0,1.0,65,-
16082,1.0,1.0,1.0,24,-
16083,1.0,1.0,1.0,42,-
16084,1.0,1.0,1.0,22,-
16085,1.0,1.0,1.0,35,-
16086,1.0,1.0,1.0,16,2.0
16087,1.0,1.0,1.0,13,1.0
16088,1.0,1.0,1.0,18,-
16089,1.0,1.0,1.0,49,-
16090,-,-,1.0,56,-
16091,1.0,1.0,1.0,30,-
16092,1.0,1.0,1.0,26,-
16093,-,-,1.0,66,-
16094,1.0,2.0,1.0,63,-
16095,1.0,1.0,1.0,22,5.0
16096,1.0,2.0,1.0,59,-
16097,1.0,2.0,1.0,42,-
16098,1.0,1.0,3.0,21,-
16099,1.0,1.0,1.0,37,-
16100,1.0,1.0,1.0,40,-
16101,-,-,1.0,75,-
16102,-,-,1.0,66,-
16103,-,-,3.0,75,-
16104,1.0,1.0,1.0,53,-
16105,2.0,1.0,1.0,49,-
16106,1.0,1.0,1.0,27,-
16107,1.0,1.0,1.0,26,5.0
16108,1.0,1.0,1.0,21,-
16109,1.0,1.0,1.0,43,-
16110,1.0,1.0,1.0,38,-
16111,1.0,1.0,1.0,12,1.0
16112,-,-,-,2,-
16113,-,-,3.0,72,-
16114,-,-,3.0,86,-
16115,-,-,3.0,80,-
16116,1.0,1.0,1.0,47,-
16117,-,-,3.0,74,-
16118,-,-,1.0,60,-
16119,1.0,1.0,1.0,56,-
16120,1.0,1.0,1.0,38,-
16121,1.0,1.0,1.0,36,-
16122,-,-,-,7,1.0
16123,-,-,-,5,9.0
16124,2.0,1.0,1.0,50,-
16125,-,-,1.0,53,-
16126,2.0,1.0,1.0,22,-
16127,-,-,3.0,16,2.0
16128,-,-,1.0,72,-
16129,1.0,1.0,1.0,49,-
16130,1.0,1.0,1.0,45,-
16131,1.0,1.0,1.0,35,-
16132,-,-,-,1,-
16133,1.0,1.0,1.0,45,-
16134,1.0,1.0,1.0,27,-
16135,-,-,1.0,62,-
16136,-,-,1.0,86,-
16137,1.0,1.0,1.0,54,-
16138,1.0,2.0,1.0,54,-
16139,1.0,1.0,1.0,27,-
16140,-,-,1.0,61,-
16141,-,-,1.0,51,-
16142,2.0,1.0,1.0,29,-
16143,1.0,1.0,1.0,20,5.0
16144,-,-,3.0,67,-
16145,-,-,1.0,42,-
16146,-,-,1.0,16,-
16147,-,-,-,6,1.0
16148,-,-,1.0,71,-
16149,-,-,1.0,63,-
16150,-,-,1.0,52,-
16151,-,-,1.0,86,-
16152,1.0,1.0,1.0,64,-
16153,-,-,1.0,55,-
16154,1.0,1.0,1.0,13,1.0
16155,2.0,1.0,1.0,28,-
16156,1.0,1.0,1.0,26,-
16157,-,-,-,1,-
16158,1.0,1.0,1.0,31,-
16159,1.0,1.0,1.0,28,-
16160,-,-,-,5,9.0
16161,-,-,1.0,64,-
16162,-,-,1.0,60,-
16163,1.0,1.0,1.0,29,-
16164,-,-,1.0,66,-
16165,1.0,1.0,1.0,64,-
16166,1.0,1.0,1.0,21,5.0
16167,-,-,1.0,66,-
16168,1.0,1.0,1.0,22,-
16169,2.0,1.0,1.0,59,-
16170,2.0,1.0,1.0,54,-
16171,1.0,1.0,1.0,31,-
16172,1.0,1.0,1.0,21,5.0
16173,1.0,1.0,1.0,60,-
16174,1.0,1.0,1.0,61,-
16175,1.0,1.0,1.0,31,-
16176,1.0,1.0,1.0,28,-
16177,1.0,1.0,1.0,57,-
16178,1.0,1.0,1.0,26,-
16179,1.0,1.0,1.0,63,-
16180,1.0,1.0,1.0,56,-
16181,1.0,1.0,1.0,34,-
16182,1.0,1.0,1.0,25,-
16183,-,-,1.0,67,-
16184,-,-,1.0,74,-
16185,1.0,1.0,1.0,42,-
16186,1.0,1.0,1.0,43,-
16187,1.0,1.0,1.0,15,2.0
16188,-,-,-,8,1.0
16189,-,-,1.0,71,-
16190,1.0,1.0,1.0,43,-
16191,1.0,1.0,1.0,49,-
16192,1.0,1.0,1.0,22,-
16193,1.0,1.0,1.0,51,-
16194,1.0,1.0,1.0,48,-
16195,1.0,1.0,1.0,42,-
16196,1.0,2.0,1.0,45,-
16197,1.0,1.0,1.0,16,6.0
16198,1.0,1.0,1.0,31,-
16199,-,-,3.0,51,-
16200,-,-,3.0,76,-
16201,-,-,3.0,61,-
16202,2.0,1.0,1.0,47,-
16203,2.0,1.0,1.0,36,-
16204,2.0,1.0,1.0,34,-
16205,2.0,1.0,1.0,10,1.0
16206,-,-,-,5,9.0
16207,2.0,1.0,1.0,44,-
16208,2.0,1.0,1.0,15,2.0
16209,2.0,1.0,1.0,14,1.0
16210,-,-,-,2,-
16211,-,-,3.0,57,-
16212,-,-,3.0,65,-
16213,-,-,1.0,75,-
16214,1.0,1.0,1.0,39,-
16215,-,-,-,5,9.0
16216,1.0,1.0,3.0,53,-
16217,-,-,3.0,55,-
16218,1.0,1.0,1.0,27,-
16219,1.0,1.0,1.0,14,1.0
16220,-,-,-,6,9.0
16221,1.0,2.0,1.0,35,-
16222,1.0,1.0,1.0,40,-
16223,-,-,-,5,9.0
16224,-,-,1.0,51,-
16225,2.0,1.0,1.0,61,-
16226,1.0,1.0,1.0,25,-
16227,-,-,3.0,74,-
16228,-,-,-,4,-
16229,-,-,1.0,44,-
16230,2.0,1.0,1.0,46,-
16231,2.0,1.0,1.0,23,-
16232,1.0,1.0,1.0,15,2.0
16233,1.0,1.0,1.0,44,-
16234,1.0,1.0,1.0,40,-
16235,1.0,1.0,1.0,21,-
16236,1.0,1.0,1.0,18,-
16237,2.0,1.0,1.0,55,-
16238,2.0,1.0,1.0,16,2.0
16239,-,-,3.0,47,1.0
16240,1.0,1.0,1.0,17,3.0
16241,1.0,2.0,3.0,11,1.0
16242,-,-,-,8,1.0
16243,1.0,1.0,1.0,42,-
16244,1.0,1.0,1.0,33,-
16245,1.0,1.0,1.0,14,2.0
16246,1.0,1.0,3.0,11,1.0
16247,1.0,1.0,1.0,29,-
16248,1.0,1.0,1.0,29,-
16249,-,-,-,6,9.0
16250,-,-,-,1,-
16251,-,-,3.0,62,-
16252,-,-,1.0,58,-
16253,-,-,1.0,57,-
16254,1.0,1.0,1.0,23,-
16255,1.0,1.0,1.0,22,5.0
16256,1.0,1.0,1.0,37,-
16257,1.0,1.0,1.0,39,-
16258,1.0,1.0,1.0,10,1.0
16259,-,-,1.0,66,-
16260,-,-,1.0,59,-
16261,1.0,1.0,1.0,40,-
16262,-,-,1.0,60,-
16263,-,-,1.0,65,-
16264,-,-,1.0,61,-
16265,2.0,1.0,1.0,55,-
16266,1.0,1.0,1.0,50,-
16267,1.0,1.0,1.0,53,-
16268,1.0,1.0,1.0,24,-
16269,1.0,1.0,1.0,22,-
16270,1.0,1.0,1.0,37,-
16271,1.0,1.0,1.0,34,-
16272,-,-,-,3,-
16273,1.0,1.0,1.0,61,-
16274,1.0,1.0,1.0,59,-
16275,1.0,1.0,1.0,30,-
16276,2.0,1.0,3.0,67,-
16277,1.0,1.0,1.0,47,-
16278,1.0,1.0,1.0,42,5.0
16279,1.0,1.0,1.0,22,5.0
16280,1.0,1.0,1.0,28,-
16281,1.0,1.0,1.0,40,-
16282,-,-,-,4,9.0
16283,2.0,1.0,1.0,45,-
16284,1.0,1.0,1.0,34,-
16285,1.0,1.0,1.0,17,2.0
16286,1.0,1.0,1.0,14,1.0
16287,1.0,1.0,1.0,42,-
16288,1.0,1.0,1.0,39,-
16289,-,-,-,5,9.0
16290,-,-,-,0,-
16291,-,-,1.0,55,-
16292,1.0,1.0,1.0,53,-
16293,1.0,1.0,1.0,18,2.0
16294,1.0,1.0,1.0,54,-
16295,-,-,1.0,53,-
16296,1.0,1.0,1.0,29,-
16297,-,-,-,7,1.0
16298,2.0,1.0,1.0,41,-
16299,2.0,1.0,1.0,10,1.0
16300,-,-,3.0,79,-
16301,-,-,3.0,75,-
16302,-,-,3.0,59,-
16303,-,-,3.0,54,-
16304,-,-,1.0,60,-
16305,-,-,1.0,58,-
16306,1.0,1.0,1.0,21,-
16307,2.0,1.0,1.0,19,-
16308,-,-,-,6,1.0
16309,-,-,-,5,9.0
16310,-,-,-,4,-
16311,2.0,1.0,1.0,28,-
16312,2.0,1.0,1.0,38,-
16313,-,-,-,6,9.0
16314,-,-,-,4,7.0
16315,2.0,1.0,1.0,15,2.0
16316,-,-,1.0,41,-
16317,2.0,1.0,1.0,41,-
16318,1.0,1.0,1.0,18,-
16319,1.0,1.0,1.0,15,2.0
16320,-,-,1.0,57,-
16321,-,-,1.0,62,-
16322,1.0,1.0,1.0,25,-
16323,1.0,1.0,1.0,20,-
16324,1.0,1.0,1.0,20,-
16325,-,-,1.0,30,-
16326,-,-,3.0,10,1.0
16327,-,-,-,2,-
16328,-,-,1.0,34,-
16329,1.0,1.0,1.0,36,-
16330,1.0,1.0,1.0,46,-
16331,1.0,1.0,1.0,22,-
16332,1.0,1.0,1.0,17,2.0
16333,1.0,1.0,1.0,14,1.0
16334,2.0,1.0,1.0,34,-
16335,1.0,1.0,1.0,29,-
16336,-,-,-,8,1.0
16337,2.0,1.0,1.0,18,-
16338,-,-,-,1,-
16339,-,-,1.0,43,-
16340,-,-,1.0,49,-
16341,1.0,1.0,1.0,17,-
16342,1.0,1.0,1.0,12,1.0
16343,-,-,-,9,1.0
16344,1.0,2.0,1.0,51,-
16345,1.0,1.0,1.0,17,2.0
16346,2.0,1.0,1.0,39,-
16347,2.0,1.0,1.0,29,-
16348,-,-,-,4,9.0
16349,2.0,1.0,1.0,32,-
16350,2.0,1.0,1.0,38,-
16351,1.0,1.0,1.0,13,1.0
16352,-,-,-,4,7.0
16353,2.0,1.0,1.0,26,-
16354,2.0,1.0,1.0,28,-
16355,-,-,-,7,1.0
16356,-,-,-,4,7.0
16357,2.0,1.0,1.0,21,-
16358,1.0,1.0,3.0,20,-
16359,1.0,1.0,1.0,27,-
16360,1.0,1.0,1.0,24,-
16361,-,-,1.0,43,-
16362,2.0,1.0,1.0,21,-
16363,1.0,1.0,1.0,26,-
16364,2.0,1.0,1.0,47,-
16365,2.0,1.0,1.0,37,-
16366,2.0,1.0,1.0,18,-
16367,2.0,1.0,3.0,17,2.0
16368,2.0,1.0,1.0,14,1.0
16369,2.0,1.0,1.0,12,1.0
16370,2.0,1.0,3.0,20,6.0
16371,-,-,-,3,-
16372,-,-,1.0,57,-
16373,-,-,1.0,53,-
16374,1.0,1.0,1.0,19,-
16375,1.0,2.0,1.0,62,-
16376,1.0,1.0,1.0,37,-
16377,2.0,1.0,1.0,16,2.0
16378,2.0,1.0,1.0,44,-
16379,2.0,1.0,1.0,43,-
16380,2.0,1.0,1.0,15,1.0
16381,-,-,3.0,67,-
16382,2.0,1.0,1.0,42,-
16383,-,-,1.0,30,-
16384,2.0,1.0,1.0,33,-
16385,-,-,-,6,1.0
16386,-,-,-,0,-
16387,2.0,1.0,1.0,63,-
16388,-,-,1.0,62,-
16389,-,-,1.0,55,-
16390,1.0,1.0,1.0,31,-
16391,1.0,1.0,3.0,28,5.0
16392,-,-,1.0,79,-
16393,1.0,2.0,1.0,54,-
16394,1.0,1.0,1.0,63,-
16395,1.0,1.0,1.0,29,-
16396,1.0,1.0,1.0,24,-
16397,2.0,1.0,1.0,51,-
16398,1.0,2.0,1.0,50,-
16399,1.0,1.0,1.0,16,2.0
16400,-,-,3.0,75,-
16401,1.0,1.0,1.0,30,-
16402,-,-,-,9,1.0
16403,-,-,1.0,59,-
16404,1.0,1.0,1.0,18,-
16405,2.0,1.0,1.0,53,-
16406,-,-,1.0,43,-
16407,2.0,1.0,1.0,26,-
16408,-,-,3.0,68,-
16409,-,-,3.0,70,-
16410,1.0,1.0,1.0,42,-
16411,1.0,1.0,1.0,31,-
16412,1.0,2.0,1.0,28,-
16413,1.0,1.0,1.0,25,-
16414,-,-,1.0,62,-
16415,1.0,2.0,1.0,60,-
16416,-,-,1.0,76,-
16417,1.0,2.0,1.0,45,-
16418,1.0,2.0,1.0,66,-
16419,1.0,2.0,1.0,47,-
16420,1.0,2.0,1.0,27,-
16421,1.0,1.0,1.0,26,-
16422,1.0,1.0,1.0,27,-
16423,-,-,-,6,1.0
16424,-,-,-,1,-
16425,-,-,3.0,68,-
16426,1.0,2.0,1.0,45,-
16427,1.0,2.0,1.0,42,5.0
16428,1.0,2.0,1.0,18,-
16429,1.0,2.0,1.0,16,1.0
16430,-,-,3.0,58,-
16431,-,-,3.0,59,-
16432,-,-,3.0,79,-
16433,-,-,1.0,41,-
16434,-,-,1.0,21,-
16435,-,-,1.0,20,-
16436,-,-,1.0,43,-
16437,-,-,1.0,43,-
16438,2.0,1.0,1.0,14,1.0
16439,-,-,-,6,1.0
16440,-,-,1.0,42,-
16441,2.0,1.0,1.0,44,-
16442,1.0,1.0,1.0,22,-
16443,1.0,1.0,1.0,18,-
16444,2.0,1.0,1.0,29,-
16445,2.0,1.0,1.0,26,-
16446,-,-,-,4,9.0
16447,-,-,3.0,74,-
16448,1.0,1.0,1.0,32,-
16449,1.0,1.0,1.0,29,-
